Crash Breakdown 2,Date Of Loss Year,Crash Severity,Cyclist Flag,Day Of Week,Derived Crash Congifuration,Intersection Crash,Month Of Year,Motorcycle Flag,Municipality Name (ifnull),Parking Lot Flag,Pedestrian Flag,Region,Street Full Name (ifnull),Time Category,Crash Breakdown,Cross Street Full Name,Heavy Veh Flag,Mid Block Crash,Municipality Name,Municipality With Boundary,Road Location Description,Street Full Name,Crash Count,Latitude,Longitude,Number of Records
LOWER MAINLAND,2019,CASUALTY,Yes,SUNDAY,SINGLE VEHICLE,Yes,DECEMBER,No,VANCOUVER,Yes,No,LOWER MAINLAND,W 7TH AVE,09:00-11:59,SUNDAY,YUKON ST,N,N,VANCOUVER,VANCOUVER,W 7TH AVE & YUKON ST,W 7TH AVE,1,49.264811,-123.112854,1
LOWER MAINLAND,2017,CASUALTY,Yes,TUESDAY,UNDETERMINED,Yes,JULY,No,VANCOUVER,No,No,LOWER MAINLAND,W 7TH AVE,18:00-20:59,TUESDAY,YUKON ST,N,N,VANCOUVER,VANCOUVER,W 7TH AVE & YUKON ST,W 7TH AVE,1,49.264811,-123.112854,1
LOWER MAINLAND,2018,CASUALTY,Yes,SATURDAY,SINGLE VEHICLE,Yes,JUNE,No,VANCOUVER,No,No,LOWER MAINLAND,W 7TH AVE,12:00-14:59,SATURDAY,YUKON ST,N,N,VANCOUVER,VANCOUVER,W 7TH AVE & YUKON ST,W 7TH AVE,1,49.264811,-123.112854,1
LOWER MAINLAND,2019,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,JUNE,No,VANCOUVER,No,No,LOWER MAINLAND,W 7TH AVE,06:00-08:59,FRIDAY,HEATHER ST,N,N,VANCOUVER,VANCOUVER,HEATHER ST & W 7TH AVE,W 7TH AVE,1,49.265063,-123.119811,1
LOWER MAINLAND,2015,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,JULY,No,VANCOUVER,No,No,LOWER MAINLAND,W 7TH AVE,15:00-17:59,TUESDAY,WILLOW ST,N,N,VANCOUVER,VANCOUVER,W 7TH AVE & WILLOW ST,W 7TH AVE,1,49.265083,-123.121774,1
LOWER MAINLAND,2017,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,OCTOBER,No,VANCOUVER,Yes,No,LOWER MAINLAND,MAIN ST,15:00-17:59,WEDNESDAY,KINGSWAY,N,N,VANCOUVER,VANCOUVER,E 7TH AVE & KINGSWAY & MAIN ST,MAIN ST,1,49.264471,-123.100924,1
LOWER MAINLAND,2018,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,MAY,No,VANCOUVER,No,No,LOWER MAINLAND,W 8TH AVE,12:00-14:59,FRIDAY,CYPRESS ST,N,N,VANCOUVER,VANCOUVER,CYPRESS ST & W 8TH AVE,W 8TH AVE,1,49.264674,-123.148095,1
LOWER MAINLAND,2019,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,JULY,No,BURNABY,No,No,LOWER MAINLAND,HOLDOM AVE,18:00-20:59,TUESDAY,LOUGHEED HWY,N,N,BURNABY,BURNABY,HOLDOM AVE & LOUGHEED HWY,HOLDOM AVE,1,49.264897,-122.981205,1
LOWER MAINLAND,2015,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,SEPTEMBER,Yes,VANCOUVER,No,No,LOWER MAINLAND,W 7TH AVE,15:00-17:59,MONDAY,BURRARD ST,N,N,VANCOUVER,VANCOUVER,BURRARD ST & W 7TH AVE,W 7TH AVE,1,49.265454,-123.145708,1
LOWER MAINLAND,2016,PROPERTY DAMAGE ONLY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,JUNE,No,VANCOUVER,No,No,LOWER MAINLAND,CYPRESS ST,15:00-17:59,WEDNESDAY,W 7TH AVE,N,N,VANCOUVER,VANCOUVER,CYPRESS ST & W 7TH AVE,CYPRESS ST,1,49.265503,-123.148074,1
LOWER MAINLAND,2019,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,MAY,No,VANCOUVER,No,No,LOWER MAINLAND,OAK ST,15:00-17:59,FRIDAY,W 6TH AVE,N,N,VANCOUVER,VANCOUVER,OAK ST & W 6TH AVE,OAK ST,1,49.265999,-123.126532,1
LOWER MAINLAND,2015,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,MARCH,No,VANCOUVER,No,No,LOWER MAINLAND,W 2ND AVE,18:00-20:59,FRIDAY,CAMBIE ST,N,N,VANCOUVER,VANCOUVER,CAMBIE ST & CAMBIE ST BRIDGE & W 2ND AVE & W 2ND AVE OFFRAMP & W 6TH AVE & TURNING LANE,W 2ND AVE,1,49.266629,-123.114844,1
SOUTHERN INTERIOR,2015,CASUALTY,Yes,SUNDAY,SINGLE VEHICLE,Yes,JUNE,No,MERRITT,No,No,SOUTHERN INTERIOR,CLAPPERTON AVE,18:00-20:59,SUNDAY,HOUSTON ST,N,N,MERRITT,MERRITT,CLAPPERTON AVE & HOUSTON ST,CLAPPERTON AVE,1,50.103586,-120.778284,1
SOUTHERN INTERIOR,2017,PROPERTY DAMAGE ONLY,Yes,SATURDAY,SINGLE VEHICLE,Yes,JUNE,No,MERRITT,No,No,SOUTHERN INTERIOR,NICOLA AVE,12:00-14:59,SATURDAY,CHAPMAN ST,N,N,MERRITT,MERRITT,CHAPMAN ST & NICOLA AVE,NICOLA AVE,1,50.112412,-120.790701,1
LOWER MAINLAND,2015,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,APRIL,No,VANCOUVER,No,No,LOWER MAINLAND,GRANDVIEW HWY,15:00-17:59,WEDNESDAY,LAKEWOOD DR,N,N,VANCOUVER,VANCOUVER,E 12TH AVE & GRANDVIEW HWY S & LAKEWOOD DR,GRANDVIEW HWY,1,49.259523,-123.06207,1
LOWER MAINLAND,2016,CASUALTY,Yes,SATURDAY,SINGLE VEHICLE,No,JUNE,No,VANCOUVER,Yes,No,LOWER MAINLAND,E 12TH AVE,21:00-23:59,SATURDAY,NA,N,N,VANCOUVER,VANCOUVER,E 12TH AVE,E 12TH AVE,1,49.259597,-123.07177,1
LOWER MAINLAND,2017,CASUALTY,Yes,WEDNESDAY,UNDETERMINED,Yes,DECEMBER,No,VANCOUVER,No,No,LOWER MAINLAND,E 12TH AVE,03:00-05:59,WEDNESDAY,CLARK DR,N,N,VANCOUVER,VANCOUVER,CLARK DR & E 12TH AVE,E 12TH AVE,1,49.259628,-123.077527,1
LOWER MAINLAND,2018,CASUALTY,Yes,SATURDAY,SINGLE VEHICLE,Yes,OCTOBER,No,VANCOUVER,No,No,LOWER MAINLAND,W 13TH AVE,09:00-11:59,SATURDAY,CAMBIE ST,N,N,VANCOUVER,VANCOUVER,CAMBIE ST & W 13TH AVE,W 13TH AVE,1,49.259444,-123.115012,1
LOWER MAINLAND,2016,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,AUGUST,No,VANCOUVER,No,No,LOWER MAINLAND,PINE ST,09:00-11:59,FRIDAY,W 14TH AVE,N,N,VANCOUVER,VANCOUVER,PINE ST & W 14TH AVE,PINE ST,1,49.258986,-123.143564,1
LOWER MAINLAND,2017,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,JUNE,No,VANCOUVER,No,No,LOWER MAINLAND,E 13TH AVE,18:00-20:59,FRIDAY,MAIN ST,N,N,VANCOUVER,VANCOUVER,E 13TH AVE & MAIN ST,E 13TH AVE,1,49.259308,-123.101108,1
LOWER MAINLAND,2017,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,MARCH,No,VANCOUVER,No,No,LOWER MAINLAND,E 12TH AVE,18:00-20:59,THURSDAY,CLARK DR,N,N,VANCOUVER,VANCOUVER,CLARK DR & E 12TH AVE,E 12TH AVE,1,49.259628,-123.077527,1
LOWER MAINLAND,2015,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,APRIL,No,VANCOUVER,No,No,LOWER MAINLAND,W 14TH AVE,15:00-17:59,TUESDAY,CAMBIE ST,N,N,VANCOUVER,VANCOUVER,CAMBIE ST & W 14TH AVE,W 14TH AVE,1,49.258738,-123.115022,1
LOWER MAINLAND,2019,CASUALTY,Yes,SATURDAY,SINGLE VEHICLE,Yes,OCTOBER,No,VANCOUVER,No,No,LOWER MAINLAND,LAKEWOOD DR,12:00-14:59,SATURDAY,GRANDVIEW HWY,N,N,VANCOUVER,VANCOUVER,E 12TH AVE & GRANDVIEW HWY S & LAKEWOOD DR,LAKEWOOD DR,1,49.259523,-123.06207,1
LOWER MAINLAND,2019,PROPERTY DAMAGE ONLY,Yes,FRIDAY,SINGLE VEHICLE,Yes,MAY,No,VANCOUVER,No,No,LOWER MAINLAND,W 13TH AVE,12:00-14:59,FRIDAY,ONTARIO ST,N,N,VANCOUVER,VANCOUVER,E 13TH AVE & ONTARIO ST & W 13TH AVE,W 13TH AVE,1,49.259353,-123.105052,1
LOWER MAINLAND,2019,CASUALTY,Yes,SATURDAY,SINGLE VEHICLE,Yes,FEBRUARY,No,VANCOUVER,No,No,LOWER MAINLAND,W 14TH AVE,12:00-14:59,SATURDAY,GRANVILLE ST,N,N,VANCOUVER,VANCOUVER,GRANVILLE ST & W 14TH AVE,W 14TH AVE,1,49.258921,-123.138726,1
LOWER MAINLAND,2018,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,JUNE,No,VANCOUVER,No,No,LOWER MAINLAND,E 13TH AVE,12:00-14:59,FRIDAY,WATSON ST,N,N,VANCOUVER,VANCOUVER,E 13TH AVE & WATSON ST,E 13TH AVE,1,49.259302,-123.100497,1
LOWER MAINLAND,2017,CASUALTY,Yes,SUNDAY,SINGLE VEHICLE,Yes,AUGUST,No,VANCOUVER,No,No,LOWER MAINLAND,GRANDVIEW HWY,09:00-11:59,SUNDAY,LAKEWOOD DR,N,N,VANCOUVER,VANCOUVER,E 12TH AVE & GRANDVIEW HWY S & LAKEWOOD DR,GRANDVIEW HWY,1,49.259523,-123.06207,1
LOWER MAINLAND,2015,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,MAY,No,VANCOUVER,No,No,LOWER MAINLAND,W 13TH AVE,12:00-14:59,FRIDAY,BURRARD ST,N,N,VANCOUVER,VANCOUVER,BURRARD ST & W 13TH AVE,W 13TH AVE,1,49.25994,-123.145903,1
LOWER MAINLAND,2018,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,JUNE,No,VANCOUVER,No,No,LOWER MAINLAND,W 14TH AVE,15:00-17:59,TUESDAY,GRANVILLE ST,N,N,VANCOUVER,VANCOUVER,GRANVILLE ST & W 14TH AVE,W 14TH AVE,1,49.258921,-123.138726,1
LOWER MAINLAND,2015,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,MAY,No,VANCOUVER,No,No,LOWER MAINLAND,E 12TH AVE,15:00-17:59,THURSDAY,LAKEWOOD DR,N,N,VANCOUVER,VANCOUVER,E 12TH AVE & GRANDVIEW HWY S & LAKEWOOD DR,E 12TH AVE,1,49.259523,-123.06207,1
LOWER MAINLAND,2019,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,SEPTEMBER,No,VANCOUVER,No,No,LOWER MAINLAND,E 14TH AVE,09:00-11:59,THURSDAY,SOPHIA ST,N,N,VANCOUVER,VANCOUVER,E 14TH AVE & SOPHIA ST,E 14TH AVE,1,49.258359,-123.098374,1
LOWER MAINLAND,2015,PROPERTY DAMAGE ONLY,Yes,SATURDAY,SINGLE VEHICLE,No,JULY,No,PORT COQUITLAM,No,No,LOWER MAINLAND,ATKINS AVE,15:00-17:59,SATURDAY,NA,N,Y,PORT COQUITLAM,PORT COQUITLAM,ATKINS AVE,ATKINS AVE,1,49.259953,-122.784248,1
LOWER MAINLAND,2018,CASUALTY,Yes,SATURDAY,SIDE IMPACT,Yes,JUNE,No,VANCOUVER,No,No,LOWER MAINLAND,E 10TH AVE,09:00-11:59,SATURDAY,COMMERCIAL DR,N,N,VANCOUVER,VANCOUVER,COMMERCIAL DR & E 10TH AVE,E 10TH AVE,1,49.261397,-123.069814,1
LOWER MAINLAND,2019,CASUALTY,Yes,SUNDAY,SIDE IMPACT,Yes,AUGUST,No,VANCOUVER,Yes,No,LOWER MAINLAND,W 16TH AVE,12:00-14:59,SUNDAY,TRAFALGAR ST,N,N,VANCOUVER,VANCOUVER,TRAFALGAR ST & W 16TH AVE,W 16TH AVE,1,49.257582,-123.164926,1
LOWER MAINLAND,2018,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,JANUARY,No,VANCOUVER,No,No,LOWER MAINLAND,GRANDVIEW HWY,12:00-14:59,WEDNESDAY,KASLO ST,N,N,VANCOUVER,VANCOUVER,GRANDVIEW HWY & KASLO ST,GRANDVIEW HWY,1,49.25819,-123.046994,1
LOWER MAINLAND,2016,PROPERTY DAMAGE ONLY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,JULY,No,VANCOUVER,Yes,No,LOWER MAINLAND,W 15TH AVE,15:00-17:59,WEDNESDAY,WALLACE ST,N,N,VANCOUVER,VANCOUVER,W 15TH AVE & WALLACE ST,W 15TH AVE,1,49.259005,-123.191035,1
LOWER MAINLAND,2019,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,SEPTEMBER,No,VANCOUVER,No,No,LOWER MAINLAND,GRANDVIEW HWY N,15:00-17:59,TUESDAY,LAKEWOOD DR,N,N,VANCOUVER,VANCOUVER,GRANDVIEW HWY N & LAKEWOOD DR,GRANDVIEW HWY N,1,49.260645,-123.062059,1
LOWER MAINLAND,2015,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,JULY,No,VANCOUVER,No,No,LOWER MAINLAND,GRANDVIEW HWY,06:00-08:59,TUESDAY,RENFREW ST,N,N,VANCOUVER,VANCOUVER,GRANDVIEW HWY & RENFREW ST,GRANDVIEW HWY,1,49.258194,-123.044284,1
LOWER MAINLAND,2016,PROPERTY DAMAGE ONLY,Yes,FRIDAY,SINGLE VEHICLE,Yes,DECEMBER,No,VANCOUVER,No,No,LOWER MAINLAND,W 16TH AVE,15:00-17:59,FRIDAY,DISCOVERY ST,N,N,VANCOUVER,UBC & VANCOUVER,DISCOVERY ST & IMPERIAL RD & W 16TH AVE,W 16TH AVE,1,49.258199,-123.20322,1
LOWER MAINLAND,2019,PROPERTY DAMAGE ONLY,Yes,FRIDAY,SINGLE VEHICLE,Yes,JANUARY,No,VANCOUVER,No,No,LOWER MAINLAND,GRANDVIEW HWY,15:00-17:59,FRIDAY,BOUNDARY RD,N,N,VANCOUVER,BURNABY & VANCOUVER,BOUNDARY RD & GRANDVIEW HWY & GRANDVIEW HWY ONRAMP,GRANDVIEW HWY,1,49.258209,-123.023636,1
LOWER MAINLAND,2015,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,JULY,No,VANCOUVER,Yes,No,LOWER MAINLAND,W 14TH AVE,18:00-20:59,FRIDAY,OAK ST,N,N,VANCOUVER,VANCOUVER,OAK ST & W 14TH AVE,W 14TH AVE,1,49.258718,-123.126765,1
LOWER MAINLAND,2019,CASUALTY,Yes,SUNDAY,SINGLE VEHICLE,Yes,MARCH,No,VANCOUVER,No,No,LOWER MAINLAND,ALDER ST,09:00-11:59,SUNDAY,W 14TH AVE,N,N,VANCOUVER,VANCOUVER,ALDER ST & W 14TH AVE,ALDER ST,1,49.258796,-123.131553,1
LOWER MAINLAND,2018,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,No,JANUARY,No,VANCOUVER,No,No,LOWER MAINLAND,PRINCE EDWARD ST,12:00-14:59,WEDNESDAY,NA,N,N,VANCOUVER,VANCOUVER,PRINCE EDWARD ST,PRINCE EDWARD ST,1,49.257683,-123.096433,1
LOWER MAINLAND,2016,PROPERTY DAMAGE ONLY,Yes,FRIDAY,SINGLE VEHICLE,Yes,OCTOBER,No,SURREY,No,No,LOWER MAINLAND,96 AVE,09:00-11:59,FRIDAY,128 ST,N,N,SURREY,SURREY,128 ST & 96 AVE,96 AVE,1,49.177155,-122.867999,1
LOWER MAINLAND,2016,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,OCTOBER,No,RICHMOND,No,No,LOWER MAINLAND,ALDERBRIDGE WAY,12:00-14:59,THURSDAY,NO 3 RD,N,N,RICHMOND,RICHMOND,ALDERBRIDGE WAY & NO 3 RD,ALDERBRIDGE WAY,1,49.17738,-123.136585,1
LOWER MAINLAND,2015,CASUALTY,Yes,MONDAY,UNDETERMINED,Yes,AUGUST,No,SURREY,No,No,LOWER MAINLAND,144 ST,09:00-11:59,MONDAY,76 AVE,N,N,SURREY,SURREY,144 ST & 76 AVE,144 ST,1,49.141001,-122.823397,1
LOWER MAINLAND,2016,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,SEPTEMBER,No,CHILLIWACK,No,No,LOWER MAINLAND,LUCKAKUCK WAY,21:00-23:59,THURSDAY,VEDDER RD,N,N,CHILLIWACK,CHILLIWACK,LUCKAKUCK WAY & VEDDER RD,LUCKAKUCK WAY,1,49.140842,-121.959972,1
LOWER MAINLAND,2016,PROPERTY DAMAGE ONLY,Yes,SUNDAY,SINGLE VEHICLE,Yes,NOVEMBER,No,RICHMOND,No,No,LOWER MAINLAND,WILLIAMS RD,12:00-14:59,SUNDAY,GILBERT RD,N,N,RICHMOND,RICHMOND,GILBERT RD & WILLIAMS RD,WILLIAMS RD,1,49.140952,-123.147871,1
LOWER MAINLAND,2017,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,No,OCTOBER,No,RICHMOND,No,No,LOWER MAINLAND,NO 4 RD,06:00-08:59,WEDNESDAY,NA,N,N,RICHMOND,RICHMOND,NO 4 RD,NO 4 RD,1,49.141182,-123.114138,1
LOWER MAINLAND,2018,PROPERTY DAMAGE ONLY,Yes,TUESDAY,SINGLE VEHICLE,Yes,NOVEMBER,No,CHILLIWACK,No,No,LOWER MAINLAND,KNIGHT RD,15:00-17:59,TUESDAY,VEDDER RD,N,N,CHILLIWACK,CHILLIWACK,KNIGHT RD & VEDDER RD,KNIGHT RD,1,49.13806,-121.958738,1
LOWER MAINLAND,2018,PROPERTY DAMAGE ONLY,Yes,THURSDAY,SINGLE VEHICLE,No,FEBRUARY,No,RICHMOND,No,No,LOWER MAINLAND,NO 5 RD,15:00-17:59,THURSDAY,NA,N,Y,RICHMOND,RICHMOND,NO 5 RD,NO 5 RD,1,49.139325,-123.091783,1
LOWER MAINLAND,2017,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,JUNE,No,MISSION,No,No,LOWER MAINLAND,7TH AVE,09:00-11:59,TUESDAY,HORNE ST,N,N,MISSION,MISSION,7TH AVE & HORNE ST,7TH AVE,1,49.139828,-122.302354,1
LOWER MAINLAND,2017,CASUALTY,Yes,TUESDAY,UNDETERMINED,Yes,MAY,No,RICHMOND,No,No,LOWER MAINLAND,SEACOTE RD,12:00-14:59,TUESDAY,WILLIAMS RD,N,N,RICHMOND,RICHMOND,SEACOTE RD & WILLIAMS RD,SEACOTE RD,1,49.140684,-123.097911,1
LOWER MAINLAND,2015,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,No,JULY,No,RICHMOND,No,No,LOWER MAINLAND,NO 4 RD,09:00-11:59,TUESDAY,NA,N,Y,RICHMOND,RICHMOND,NO 4 RD,NO 4 RD,1,49.138733,-123.114168,1
LOWER MAINLAND,2018,PROPERTY DAMAGE ONLY,Yes,FRIDAY,SINGLE VEHICLE,Yes,APRIL,No,MISSION,No,No,LOWER MAINLAND,7TH AVE,12:00-14:59,FRIDAY,MURRAY ST,N,N,MISSION,MISSION,7TH AVE & MURRAY ST,7TH AVE,1,49.139827,-122.299845,1
LOWER MAINLAND,2018,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,SEPTEMBER,No,MISSION,No,No,LOWER MAINLAND,STAVE LAKE ST,15:00-17:59,FRIDAY,9TH AVE,N,N,MISSION,MISSION,9TH AVE & STAVE LAKE ST,STAVE LAKE ST,1,49.141534,-122.292752,1
LOWER MAINLAND,2019,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,JANUARY,No,MISSION,No,No,LOWER MAINLAND,7TH AVE,15:00-17:59,THURSDAY,CEDAR ST,N,N,MISSION,MISSION,7TH AVE & CEDAR ST,7TH AVE,1,49.14022,-122.316423,1
LOWER MAINLAND,2017,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,MAY,No,RICHMOND,No,No,LOWER MAINLAND,WILLIAMS RD,18:00-20:59,FRIDAY,NO 5 RD,N,N,RICHMOND,RICHMOND,NO 5 RD & WILLIAMS RD,WILLIAMS RD,1,49.140668,-123.091732,1
LOWER MAINLAND,2019,CASUALTY,Yes,SUNDAY,SINGLE VEHICLE,Yes,JANUARY,No,RICHMOND,No,No,LOWER MAINLAND,HOLLYCROFT GATE,12:00-14:59,SUNDAY,WILLIAMS RD,N,N,RICHMOND,RICHMOND,HOLLYCROFT GATE & WILLIAMS RD,HOLLYCROFT GATE,1,49.141018,-123.166562,1
LOWER MAINLAND,2019,CASUALTY,Yes,SUNDAY,SINGLE VEHICLE,Yes,DECEMBER,No,RICHMOND,No,No,LOWER MAINLAND,RAILWAY AVE,06:00-08:59,SUNDAY,WILLIAMS RD,N,N,RICHMOND,RICHMOND,RAILWAY AVE & WILLIAMS RD,RAILWAY AVE,1,49.141022,-123.169818,1
LOWER MAINLAND,2017,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,JULY,No,SURREY,No,No,LOWER MAINLAND,76 AVE,15:00-17:59,MONDAY,135 ST,N,N,SURREY,SURREY,135 ST & 76 AVE,76 AVE,1,49.140877,-122.848446,1
LOWER MAINLAND,2017,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,JULY,No,SURREY,Yes,No,LOWER MAINLAND,134 ST,06:00-08:59,FRIDAY,76 AVE,N,N,SURREY,SURREY,134 ST & 76 AVE,134 ST,1,49.140886,-122.851206,1
LOWER MAINLAND,2016,CASUALTY,Yes,FRIDAY,UNDETERMINED,Yes,APRIL,No,SURREY,No,No,LOWER MAINLAND,176 ST,12:00-14:59,FRIDAY,FRASER HWY,N,N,SURREY,SURREY,176 ST & FRASER HWY & HARVIE RD & TURNING LANE,176 ST,1,49.138148,-122.734746,1
LOWER MAINLAND,2018,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,SEPTEMBER,No,RICHMOND,No,No,LOWER MAINLAND,WILLIAMS RD,15:00-17:59,THURSDAY,NO 3 RD,N,N,RICHMOND,RICHMOND,NO 3 RD & WILLIAMS RD,WILLIAMS RD,1,49.140885,-123.136704,1
LOWER MAINLAND,2019,PROPERTY DAMAGE ONLY,Yes,SATURDAY,SINGLE VEHICLE,Yes,AUGUST,No,SURREY,No,No,LOWER MAINLAND,KING GEORGE BLVD,00:00-02:59,SATURDAY,76 AVE,N,N,SURREY,SURREY,76 AVE & KING GEORGE BLVD & TURNING LANE,KING GEORGE BLVD,1,49.140853,-122.845634,1
LOWER MAINLAND,2018,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,OCTOBER,No,RICHMOND,No,No,LOWER MAINLAND,WILLIAMS RD,18:00-20:59,TUESDAY,NO 3 RD,N,N,RICHMOND,RICHMOND,NO 3 RD & WILLIAMS RD,WILLIAMS RD,1,49.140885,-123.136704,1
LOWER MAINLAND,2015,PROPERTY DAMAGE ONLY,Yes,FRIDAY,SINGLE VEHICLE,Yes,FEBRUARY,No,SURREY,No,No,LOWER MAINLAND,128 ST,03:00-05:59,FRIDAY,76 AVE,N,N,SURREY,SURREY,128 ST & 76 AVE,128 ST,1,49.141025,-122.867918,1
LOWER MAINLAND,2015,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,OCTOBER,No,SURREY,No,No,LOWER MAINLAND,128 ST,15:00-17:59,FRIDAY,76 AVE,N,N,SURREY,SURREY,128 ST & 76 AVE,128 ST,1,49.141025,-122.867918,1
LOWER MAINLAND,2015,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,NOVEMBER,No,RICHMOND,No,No,LOWER MAINLAND,NO 3 RD,15:00-17:59,MONDAY,WILLIAMS RD,N,N,RICHMOND,RICHMOND,NO 3 RD & WILLIAMS RD,NO 3 RD,1,49.140885,-123.136704,1
LOWER MAINLAND,2018,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,OCTOBER,No,RICHMOND,No,No,LOWER MAINLAND,GARDEN CITY RD,06:00-08:59,THURSDAY,WILLIAMS RD,N,N,RICHMOND,RICHMOND,GARDEN CITY RD & WILLIAMS RD,GARDEN CITY RD,1,49.140841,-123.125243,1
LOWER MAINLAND,2016,PROPERTY DAMAGE ONLY,Yes,FRIDAY,SINGLE VEHICLE,Yes,SEPTEMBER,No,SURREY,No,No,LOWER MAINLAND,76 AVE,21:00-23:59,FRIDAY,KING GEORGE BLVD,N,N,SURREY,SURREY,76 AVE & KING GEORGE BLVD & TURNING LANE,76 AVE,1,49.140853,-122.845634,1
LOWER MAINLAND,2018,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,SEPTEMBER,No,RICHMOND,No,No,LOWER MAINLAND,WILLIAMS RD,18:00-20:59,WEDNESDAY,LEONARD RD,N,N,RICHMOND,RICHMOND,LEONARD RD & WILLIAMS RD,WILLIAMS RD,1,49.140867,-123.133476,1
LOWER MAINLAND,2016,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,JANUARY,No,SURREY,No,No,LOWER MAINLAND,76 AVE,09:00-11:59,THURSDAY,KING GEORGE BLVD,Y,N,SURREY,SURREY,76 AVE & KING GEORGE BLVD & TURNING LANE,76 AVE,1,49.140853,-122.845634,1
LOWER MAINLAND,2017,CASUALTY,Yes,SUNDAY,SINGLE VEHICLE,Yes,MAY,No,MISSION,No,No,LOWER MAINLAND,HURD ST,09:00-11:59,SUNDAY,SANDPIPER PL,N,N,MISSION,MISSION,HURD ST & SANDPIPER PL,HURD ST,1,49.143323,-122.332947,1
LOWER MAINLAND,2018,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,JUNE,No,SURREY,No,No,LOWER MAINLAND,132 ST,09:00-11:59,THURSDAY,78 AVE,N,N,SURREY,SURREY,132 ST & 78 AVE,132 ST,1,49.144536,-122.856744,1
LOWER MAINLAND,2015,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,JUNE,No,RICHMOND,No,No,LOWER MAINLAND,NO 2 RD,09:00-11:59,WEDNESDAY,WOODWARDS RD,N,N,RICHMOND,RICHMOND,NO 2 RD & WOODWARDS RD,NO 2 RD,1,49.143915,-123.158971,1
LOWER MAINLAND,2017,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,SEPTEMBER,No,RICHMOND,No,No,LOWER MAINLAND,GILBERT RD,15:00-17:59,MONDAY,WILLIAMS RD,N,N,RICHMOND,RICHMOND,GILBERT RD & WILLIAMS RD,GILBERT RD,1,49.140952,-123.147871,1
LOWER MAINLAND,2018,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,MARCH,No,SURREY,No,No,LOWER MAINLAND,76 AVE,15:00-17:59,TUESDAY,129A ST,N,N,SURREY,SURREY,129A ST & 76 AVE,76 AVE,1,49.140997,-122.863742,1
LOWER MAINLAND,2015,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,JUNE,No,RICHMOND,Yes,No,LOWER MAINLAND,NO 3 RD,15:00-17:59,TUESDAY,WILLIAMS RD,N,N,RICHMOND,RICHMOND,NO 3 RD & WILLIAMS RD,NO 3 RD,1,49.140885,-123.136704,1
